2025-12-04 19:54:13.849 (   0.000s) [        CE2D1B80]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.926 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.077s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.927 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-12-04 19:55:22.928 (  69.078s) [        CE2D1B80]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-12-04 19:55:22.928 (  69.078s) [        CE2D1B80]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-12-04 19:55:22.928 (  69.078s) [        CE2D1B80]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-12-04 19:55:22.928 (  69.078s) [        CE2D1B80]     client_instance.cc:832      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-12-04 19:55:22.928 (  69.078s) [        CE2D1B80]     memory_instance.cc:57       1| MemoryInstance::getDevice
